,Attrition,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,county_name,state,cty,household_income_at_35,high-school_graduation_rate,percentage_married_by_35,incarceration_rate,women_teenage_birthrate,poverty_rate,employment_rates_at_35,single_parent_frac
741,No,1029,42,Travel_Rarely,265,Sales,5,2,Marketing,1,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
742,No,1030,50,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
743,No,1032,59,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
744,Yes,1033,37,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
745,No,1034,55,Travel_Frequently,135,Research & Development,18,4,Medical,1,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
746,No,1035,41,Non-Travel,247,Research & Development,7,1,Life Sciences,1,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
747,No,1036,38,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
748,Yes,1037,26,Non-Travel,265,Sales,29,2,Medical,1,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,Fairfield County, CT,cty09001,55614,0.922,0.4623,0.0101,0.0944,0.0886,0.7927,0.263
749,Yes,1038,52,Travel_Rarely,266,Sales,2,1,Marketing,1,1,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
750,No,1039,44,Travel_Rarely,1448,Sales,28,3,Medical,1,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,Fairfield County, CT,cty09001,55614,0.922,0.4623,0.0101,0.0944,0.0886,0.7927,0.263
751,No,1040,50,Non-Travel,145,Sales,1,3,Life Sciences,1,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
752,Yes,1042,36,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
753,No,1043,39,Travel_Frequently,945,Research & Development,22,3,Medical,1,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
754,No,1044,33,Non-Travel,1038,Sales,8,1,Life Sciences,1,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
755,No,1045,45,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
756,No,1046,32,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,Fairfield County, CT,cty09001,55614,0.922,0.4623,0.0101,0.0944,0.0886,0.7927,0.263
757,No,1047,34,Travel_Rarely,216,Sales,1,4,Marketing,1,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
758,No,1048,59,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
759,No,1049,45,Travel_Rarely,788,Human Resources,24,4,Medical,1,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
760,No,1050,53,Travel_Frequently,124,Sales,2,3,Marketing,1,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
761,Yes,1052,36,Travel_Rarely,660,Research & Development,15,3,Other,1,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
762,Yes,1053,26,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
763,No,1055,34,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
764,No,1056,28,Travel_Rarely,1144,Sales,10,1,Medical,1,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
765,No,1060,38,Travel_Frequently,1186,Research & Development,3,4,Other,1,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
766,No,1061,50,Travel_Rarely,1464,Research & Development,2,4,Medical,1,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
767,No,1062,37,Travel_Rarely,124,Research & Development,3,3,Other,1,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
768,No,1066,40,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
769,No,1068,26,Travel_Frequently,921,Research & Development,1,1,Medical,1,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
770,No,1069,46,Travel_Rarely,430,Research & Development,1,4,Medical,1,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
771,No,1070,54,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
772,No,1071,56,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
773,No,1073,36,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
774,No,1074,55,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
775,No,1076,43,Travel_Rarely,415,Sales,25,3,Medical,1,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
776,Yes,1077,20,Travel_Frequently,769,Sales,9,3,Marketing,1,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
777,Yes,1079,21,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
778,No,1080,46,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
779,Yes,1081,51,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
780,Yes,1082,28,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
781,No,1083,26,Travel_Rarely,192,Research & Development,1,2,Medical,1,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
782,No,1084,30,Travel_Rarely,1176,Research & Development,20,3,Other,1,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
783,No,1085,41,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
784,No,1088,38,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
785,No,1092,40,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
786,No,1094,27,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
787,No,1096,55,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
788,No,1097,28,Travel_Rarely,857,Research & Development,10,3,Other,1,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
789,Yes,1098,44,Travel_Rarely,1376,Human Resources,1,2,Medical,1,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
790,No,1099,33,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
791,Yes,1100,35,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
792,Yes,1101,33,Travel_Frequently,827,Research & Development,29,4,Medical,1,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,Fairfield County, CT,cty09001,55614,0.922,0.4623,0.0101,0.0944,0.0886,0.7927,0.263
793,No,1102,28,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
794,No,1103,34,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
795,No,1105,37,Travel_Rarely,309,Sales,10,4,Life Sciences,1,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
796,Yes,1106,25,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
797,Yes,1107,26,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
798,Yes,1108,33,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
799,No,1109,42,Travel_Rarely,469,Research & Development,2,2,Medical,1,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
800,Yes,1111,28,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
801,Yes,1113,50,Travel_Frequently,959,Sales,1,4,Other,1,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
802,No,1114,33,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
803,No,1115,34,Non-Travel,697,Research & Development,3,4,Life Sciences,1,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
804,No,1116,48,Non-Travel,1262,Research & Development,1,4,Medical,1,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
805,No,1117,45,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
806,No,1118,52,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
807,No,1119,38,Travel_Rarely,770,Sales,10,4,Marketing,1,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
808,No,1120,29,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,Fairfield County, CT,cty09001,55614,0.922,0.4623,0.0101,0.0944,0.0886,0.7927,0.263
809,No,1121,28,Travel_Rarely,950,Research & Development,3,3,Medical,1,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
810,No,1124,46,Travel_Rarely,406,Sales,3,1,Marketing,1,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
811,No,1125,38,Travel_Rarely,130,Sales,2,2,Marketing,1,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
812,No,1126,43,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
813,Yes,1127,39,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
814,No,1128,40,Travel_Rarely,1308,Research & Development,14,3,Medical,1,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
815,No,1131,21,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
816,No,1132,39,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
817,No,1133,36,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
818,No,1135,31,Travel_Frequently,793,Sales,20,3,Life Sciences,1,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
819,No,1136,28,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
820,No,1137,35,Travel_Frequently,1182,Sales,11,2,Marketing,1,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
821,No,1138,49,Travel_Rarely,174,Sales,8,4,Technical Degree,1,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
822,No,1140,34,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
823,No,1143,29,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
824,No,1148,42,Travel_Rarely,188,Research & Development,29,3,Medical,1,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,Fairfield County, CT,cty09001,55614,0.922,0.4623,0.0101,0.0944,0.0886,0.7927,0.263
825,No,1150,29,Travel_Rarely,718,Research & Development,8,1,Medical,1,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
826,No,1152,38,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
827,No,1154,28,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
828,Yes,1156,18,Non-Travel,247,Research & Development,8,1,Medical,1,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
829,Yes,1157,33,Travel_Rarely,603,Sales,9,4,Marketing,1,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
830,No,1158,41,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
